language	number	form	predicted	accuracy
afr	29	negeentwintig	29	1
afr	30	dertig	30	1
afr	31	eenendertig	31	1
afr	32	tweeendertig	32	1
afr	33	drieendertig	33	1
afr	34	vierendertig	34	1
afr	35	vyfendertig	35	1
afr	36	sesendertig	36	1
afr	37	seweendertig	37	1
afr	38	agtendertig	38	1
afr	39	negeendertig	39	1
afr	40	veertig	40	1
afr	41	eenenveertig	41	1
afr	42	tweeenveertig	42	1
afr	43	drieenveertig	43	1
afr	44	vierenveertig	44	1
afr	45	vyfenveertig	45	1
afr	46	sesenveertig	46	1
afr	47	seweenveertig	47	1
afr	48	agtenveertig	48	1
afr	49	negeenveertig	49	1
afr	50	vyftig	55	0
afr	51	eenenvyftig	51	1
afr	52	tweeenvyftig	52	1
afr	53	drieenvyftig	53	1
afr	54	vierenvyftig	54	1
afr	55	vyfenvyftig	55	1
afr	56	sesenvyftig	56	1
afr	57	seweenvyftig	57	1
afr	58	agtenvyftig	58	1
afr	59	negeenvyftig	59	1
afr	60	sestig	66	0
afr	61	eenensestig	61	1
afr	62	tweeensestig	62	1
afr	63	drieensestig	63	1
afr	64	vierensestig	64	1
afr	65	vyfensestig	65	1
afr	66	sesensestig	66	1
afr	67	seweensestig	67	1
afr	68	agtensestig	68	1
afr	69	negeensestig	69	1
afr	70	sewentig	77	0
afr	71	eenensewentig	71	1
afr	72	tweeensewentig	72	1
afr	73	drieensewentig	73	1
afr	74	vierensewentig	74	1
afr	75	vyfensewentig	75	1
afr	76	sesensewentig	76	1
afr	77	seweensewentig	77	1
afr	78	agtensewentig	78	1
afr	79	negeensewentig	79	1
afr	80	tagtig	80	1
afr	81	eenentagtig	81	1
afr	82	tweeentagtig	82	1
afr	83	drieentagtig	83	1
afr	84	vierentagtig	84	1
afr	85	vyfentagtig	85	1
afr	86	sesentagtig	86	1
afr	87	seweentagtig	87	1
afr	88	agtentagtig	88	1
afr	89	negeentagtig	89	1
afr	90	negentig	99	0
afr	91	eenennegentig	91	1
afr	92	tweeennegentig	92	1
afr	93	drieennegentig	93	1
afr	94	vierennegentig	94	1
afr	95	vyfennegentig	95	1
afr	96	sesennegentig	96	1
afr	97	seweennegentig	97	1
afr	98	agtennegentig	98	1
afr	99	negeennegentig	99	1
aka_akuapem	01	baako	01	1
aka_akuapem	02	abien	02	1
aka_akuapem	03	abiɛsa	03	1
aka_akuapem	04	anan	04	1
aka_akuapem	05	anum	05	1
aka_akuapem	06	asia	06	1
aka_akuapem	07	ason	07	1
aka_akuapem	08	awotwe	08	1
aka_akuapem	09	akron	09	1
aka_akuapem	10	du	10	1
aka_akuapem	11	dubaako	11	1
aka_akuapem	12	duabien	12	1
aka_akuapem	13	duabiɛsa	13	1
aka_akuapem	14	duanan	14	1
aka_akuapem	15	duanum	15	1
aka_akuapem	16	duasia	16	1
aka_akuapem	17	duason	17	1
aka_akuapem	18	duawotwe	18	1
aka_akuapem	19	duakron	19	1
aka_akuapem	20	aduonu	20	1
aka_akuapem	21	aduonubaako	51	0
aka_akuapem	22	aduonuabien	22	1
aka_akuapem	23	aduonuabiɛsa	23	1
aka_akuapem	24	aduonuanan	24	1
aka_akuapem	25	aduonuanum	25	1
aka_akuapem	26	aduonuasia	26	1
aka_akuapem	27	aduonuason	27	1
aka_akuapem	28	aduonuawotwe	28	1
aka_akuapem	29	aduonuakron	29	1
aka_akuapem	30	aduasa	30	1
aka_akuapem	31	aduasabaako	31	1
aka_akuapem	32	aduasaabien	32	1
aka_akuapem	33	aduasaabiɛsa	33	1
aka_akuapem	34	aduasaanan	34	1
aka_akuapem	35	aduasaanum	35	1
aka_akuapem	36	aduasaasia	36	1
aka_akuapem	37	aduasaason	37	1
aka_akuapem	38	aduasaawotwe	38	1
aka_akuapem	39	aduasaakron	39	1
aka_akuapem	40	aduanan	44	0
aka_akuapem	41	aduananbaako	41	1
aka_akuapem	42	aduananabien	42	1
aka_akuapem	43	aduananabiɛsa	43	1
aka_akuapem	44	aduanananan	44	1
aka_akuapem	45	aduanananum	45	1
aka_akuapem	46	aduananasia	46	1
aka_akuapem	47	aduananason	47	1
aka_akuapem	48	aduananawotwe	48	1
aka_akuapem	49	aduananakron	49	1
aka_akuapem	50	aduonum	55	0
aka_akuapem	51	aduonumbaako	21	0
aka_akuapem	52	aduonumabien	52	1
aka_akuapem	53	aduonumabiɛsa	53	1
aka_akuapem	54	aduonumanan	54	1
aka_akuapem	55	aduonumanum	55	1
aka_akuapem	56	aduonumasia	56	1
aka_akuapem	57	aduonumason	57	1
aka_akuapem	58	aduonumawotwe	58	1
aka_akuapem	59	aduonumakron	59	1
aka_akuapem	60	aduosia	66	0
aka_akuapem	61	aduosiabaako	61	1
aka_akuapem	62	aduosiaabien	62	1
aka_akuapem	63	aduosiaabiɛsa	63	1
aka_akuapem	64	aduosiaanan	64	1
aka_akuapem	65	aduosiaanum	65	1
aka_akuapem	66	aduosiaasia	66	1
aka_akuapem	67	aduosiaason	67	1
aka_akuapem	68	aduosiaawotwe	68	1
aka_akuapem	69	aduosiaakron	69	1
aka_akuapem	70	aduoson	77	0
aka_akuapem	71	aduosonbaako	71	1
aka_akuapem	72	aduosonabien	72	1
aka_akuapem	73	aduosonabiɛsa	73	1
aka_akuapem	74	aduosonanan	74	1
aka_akuapem	75	aduosonanum	75	1
aka_akuapem	76	aduosonasia	76	1
aka_akuapem	77	aduosonason	77	1
aka_akuapem	78	aduosonawotwe	78	1
aka_akuapem	79	aduosonakron	79	1
aka_akuapem	80	aduowotwe	88	0
aka_akuapem	81	aduowotwebaako	81	1
aka_akuapem	82	aduowotweabien	82	1
aka_akuapem	83	aduowotweabiɛsa	83	1
aka_akuapem	84	aduowotweanan	84	1
aka_akuapem	85	aduowotweanum	85	1
aka_akuapem	86	aduowotweasia	86	1
aka_akuapem	87	aduowotweason	87	1
aka_akuapem	88	aduowotweawotwe	88	1
aka_akuapem	89	aduowotweakron	89	1
aka_akuapem	90	aduokron	99	0
aka_akuapem	91	aduokronbaako	91	1
aka_akuapem	92	aduokronabien	92	1
aka_akuapem	93	aduokronabiɛsa	93	1
aka_akuapem	94	aduokronanan	94	1
aka_akuapem	95	aduokronanum	95	1
aka_akuapem	96	aduokronasia	96	1
aka_akuapem	97	aduokronason	97	1
aka_akuapem	98	aduokronawotwe	98	1
aka_akuapem	99	aduokronakron	99	1
aka_asante	01	baako	01	1
aka_asante	02	mmienu	02	1
aka_asante	03	mmiɛnsa	03	1
aka_asante	04	ɛnan	04	1
aka_asante	05	enum	05	1
aka_asante	06	nsia	06	1
aka_asante	07	nson	07	1
aka_asante	08	nwɔtwe	08	1
aka_asante	09	nkron	09	1
aka_asante	10	edu	00	0
aka_asante	11	dubaako	11	1
aka_asante	12	dummienu	12	1
aka_asante	13	dummiɛnsa	13	1
aka_asante	14	dunnan	14	1
aka_asante	15	dunnum	15	1
aka_asante	16	dunsia	16	1
aka_asante	17	dunson	17	1
aka_asante	18	dunwɔtwe	18	1
aka_asante	19	dunkron	19	1
aka_asante	20	aduonu	20	1
aka_asante	21	aduonubaako	51	0
aka_asante	22	aduonummienu	52	0
aka_asante	23	aduonummiɛnsa	53	0
aka_asante	24	aduonunnan	24	1
aka_asante	25	aduonunnum	25	1
aka_asante	26	aduonunsia	26	1
aka_asante	27	aduonunson	27	1
aka_asante	28	aduonunwɔtwe	28	1
aka_asante	29	aduonunkron	29	1
aka_asante	30	aduasa	30	1
aka_asante	31	aduasabaako	31	1
aka_asante	32	aduasammienu	32	1
aka_asante	33	aduasammiɛnsa	33	1
aka_asante	34	aduasannan	34	1
aka_asante	35	aduasannum	35	1
aka_asante	36	aduasansia	36	1
aka_asante	37	aduasanson	37	1
aka_asante	38	aduasanwɔtwe	38	1
aka_asante	39	aduasankron	39	1
aka_asante	40	aduanan	44	0
aka_asante	41	aduananbaako	41	1
aka_asante	42	aduananmmienu	42	1
aka_asante	43	aduananmmiɛnsa	43	1
aka_asante	44	aduanannnan	44	1
aka_asante	45	aduanannnum	45	1
aka_asante	46	aduanannsia	46	1
aka_asante	47	aduanannson	47	1
aka_asante	48	aduanannwɔtwe	48	1
aka_asante	49	aduanannkron	49	1
aka_asante	50	aduonum	25	0
aka_asante	51	aduonumbaako	21	0
aka_asante	52	aduonummmienu	22	0
aka_asante	53	aduonummmiɛnsa	23	0
aka_asante	54	aduonumnnan	54	1
aka_asante	55	aduonumnnum	55	1
aka_asante	56	aduonumnsia	56	1
aka_asante	57	aduonumnson	57	1
aka_asante	58	aduonumnwɔtwe	58	1
aka_asante	59	aduonumnkron	59	1
aka_asante	60	aduosia	66	0
aka_asante	61	aduosiabaako	61	1
aka_asante	62	aduosiammienu	62	1
aka_asante	63	aduosiammiɛnsa	63	1
aka_asante	64	aduosiannan	64	1
aka_asante	65	aduosiannum	65	1
aka_asante	66	aduosiansia	66	1
aka_asante	67	aduosianson	67	1
aka_asante	68	aduosianwɔtwe	68	1
aka_asante	69	aduosiankron	69	1
aka_asante	70	aduɔson	77	0
aka_asante	71	aduɔsonbaako	71	1
aka_asante	72	aduɔsonmmienu	72	1
aka_asante	73	aduɔsonmmiɛnsa	73	1
aka_asante	74	aduɔsonnnan	74	1
aka_asante	75	aduɔsonnnum	75	1
aka_asante	76	aduɔsonnsia	76	1
aka_asante	77	aduɔsonnson	77	1
aka_asante	78	aduɔsonnwɔtwe	78	1
aka_asante	79	aduɔsonnkron	79	1
aka_asante	80	aduɔwɔtwe	88	0
aka_asante	81	aduɔwɔtwebaako	81	1
aka_asante	82	aduɔwɔtwemmienu	82	1
aka_asante	83	aduɔwɔtwemmiɛnsa	83	1
aka_asante	84	aduɔwɔtwennan	84	1
aka_asante	85	aduɔwɔtwennum	85	1
aka_asante	86	aduɔwɔtwensia	86	1
aka_asante	87	aduɔwɔtwenson	87	1
aka_asante	88	aduɔwɔtwenwɔtwe	88	1
aka_asante	89	aduɔwɔtwenkron	89	1
aka_asante	90	aduɔkron	99	0
aka_asante	91	aduɔkronbaako	91	1
aka_asante	92	aduɔkronmmienu	92	1
aka_asante	93	aduɔkronmmiɛnsa	93	1
aka_asante	94	aduɔkronnnan	94	1
aka_asante	95	aduɔkronnnum	95	1
aka_asante	96	aduɔkronnsia	96	1
aka_asante	97	aduɔkronnson	97	1
aka_asante	98	aduɔkronnwɔtwe	98	1
aka_asante	99	aduɔkronnkron	99	1
amh	01	አንድ	01	1
amh	02	ሁለት	02	1
amh	03	ሦስት	03	1
amh	04	አራት	04	1
amh	05	አምስት	05	1
amh	06	ስድስት	06	1
amh	07	ሰባት	77	0
amh	08	ስምንት	08	1
amh	09	ዘጠኝ	99	0
amh	10	ዐሥር	10	1
amh	11	ዐሥራአንድ	11	1
amh	12	ዐሥራሁለት	12	1
amh	13	ዐሥራሦስት	13	1
amh	14	ዐሥራአራት	14	1
amh	15	ዐሥራአምስት	15	1
amh	16	ዐሥራስድስት	16	1
amh	17	ዐሥራሰባት	17	1
amh	18	ዐሥራስምንት	18	1
amh	19	ዐሥራዘጠኝ	19	1
amh	20	ሃያ	20	1
amh	21	ሃያአንድ	21	1
amh	22	ሃያሁለት	22	1
amh	23	ሃያሦስት	23	1
amh	24	ሃያአራት	24	1
amh	25	ሃያአምስት	25	1
amh	26	ሃያስድስት	26	1
amh	27	ሃያሰባት	27	1
amh	28	ሃያስምንት	28	1
amh	29	ሃያዘጠኝ	29	1
amh	30	ሠላሳ	30	1
amh	31	ሠላሳአንድ	31	1
amh	32	ሠላሳሁለት	32	1
amh	33	ሠላሳሦስት	33	1
amh	34	ሠላሳአራት	34	1
amh	35	ሠላሳአምስት	35	1
amh	36	ሠላሳስድስት	36	1
amh	37	ሠላሳሰባት	37	1
amh	38	ሠላሳስምንት	38	1
amh	39	ሠላሳዘጠኝ	39	1
amh	40	አርባ	40	1
amh	41	አርባአንድ	41	1
amh	42	አርባሁለት	42	1
amh	43	አርባሦስት	43	1
amh	44	አርባአራት	44	1
amh	45	አርባአምስት	45	1
amh	46	አርባስድስት	46	1
amh	47	አርባሰባት	47	1
amh	48	አርባስምንት	48	1
amh	49	አርባዘጠኝ	49	1
amh	50	ሃምሳ	50	1
amh	51	ሃምሳአንድ	51	1
amh	52	ሃምሳሁለት	52	1
amh	53	ሃምሳሦስት	53	1
amh	54	ሃምሳአራት	54	1
amh	55	ሃምሳአምስት	55	1
amh	56	ሃምሳስድስት	56	1
amh	57	ሃምሳሰባት	57	1
amh	58	ሃምሳስምንት	58	1
amh	59	ሃምሳዘጠኝ	59	1
amh	60	ስልሳ	60	1
amh	61	ስልሳአንድ	61	1
amh	62	ስልሳሁለት	62	1
amh	63	ስልሳሦስት	63	1
amh	64	ስልሳአራት	64	1
amh	65	ስልሳአምስት	65	1
amh	66	ስልሳስድስት	66	1
amh	67	ስልሳሰባት	67	1
amh	68	ስልሳስምንት	68	1
amh	69	ስልሳዘጠኝ	69	1
amh	70	ሰባ	70	1
amh	71	ሰባአንድ	71	1
amh	72	ሰባሁለት	72	1
amh	73	ሰባሦስት	73	1
amh	74	ሰባአራት	74	1
amh	75	ሰባአምስት	75	1
amh	76	ሰባስድስት	76	1
amh	77	ሰባሰባት	07	0
amh	78	ሰባስምንት	78	1
amh	79	ሰባዘጠኝ	79	1
amh	80	ሰማንያ	80	1
amh	81	ሰማንያአንድ	81	1
amh	82	ሰማንያሁለት	82	1
amh	83	ሰማንያሦስት	83	1
amh	84	ሰማንያአራት	84	1
amh	85	ሰማንያአምስት	85	1
amh	86	ሰማንያስድስት	86	1
amh	87	ሰማንያሰባት	87	1
amh	88	ሰማንያስምንት	88	1
amh	89	ሰማንያዘጠኝ	89	1
amh	90	ዘጠና	90	1
amh	91	ዘጠናአንድ	91	1
amh	92	ዘጠናሁለት	92	1
amh	93	ዘጠናሦስት	93	1
amh	94	ዘጠናአራት	94	1
amh	95	ዘጠናአምስት	95	1
amh	96	ዘጠናስድስት	96	1
amh	97	ዘጠናሰባት	97	1
amh	98	ዘጠናስምንት	98	1
amh	99	ዘጠናዘጠኝ	99	1
arb	01	واحِدً	01	1
arb	02	اِثْنانِ	02	1
arb	03	ثَلاثً	03	1
arb	04	أَرْبَعً	04	1
arb	05	خَمْسً	05	1
arb	06	سِتًّ	06	1
arb	07	سَبْعً	07	1
arb	08	ثَمانً	08	1
arb	09	تِسْعً	09	1
arb	10	عَشَرً	00	0
arb	11	أَحَدَعَشَرَ	10	0
arb	12	اِثْناعَشَرَ	12	1
arb	13	ثَلاثَعَشْرَةَ	13	1
arb	14	أَرْبَعَعَشْرَةَ	14	1
arb	15	خَمْسَعَشْرَةَ	15	1
arb	16	سِتَّعَشْرَةَ	16	1
arb	17	سَبْعَعَشْرَةَ	17	1
arb	18	ثَمانَعَشْرَةَ	18	1
arb	19	تِسْعَعَشْرَةَ	19	1
arb	20	عِشْرونَ	20	1
arb	21	واحِدًوَعِشْرينَ	21	1
arb	22	اِثْنانِوَعِشْرونَ	22	1
arb	23	ثَلاثًوَعِشْرينَ	23	1
arb	24	أَرْبَعًوَعِشْرينَ	24	1
arb	25	خَمْسًوَعِشْرينَ	25	1
arb	26	سِتًّوَعِشْرينَ	26	1
arb	27	سَبْعًوَعِشْرينَ	27	1
arb	28	ثَمانًوَعِشْرينَ	28	1
arb	29	تِسْعًوَعِشْرينَ	29	1
arb	30	ثَلاثونَ	30	1
arb	31	واحِدًوَثَلاثينَ	31	1
arb	32	اِثْنانِوَثَلاثونَ	32	1
arb	33	ثَلاثًوَثَلاثينَ	33	1
arb	34	أَرْبَعًوَثَلاثينَ	34	1
arb	35	خَمْسًوَثَلاثينَ	35	1
arb	36	سِتًّوَثَلاثينَ	36	1
arb	37	سَبْعًوَثَلاثينَ	37	1
arb	38	ثَمانًوَثَلاثينَ	38	1
arb	39	تِسْعًوَثَلاثينَ	39	1
arb	40	أَرْبَعونَ	44	0
arb	41	واحِدًوَأَرْبَعينَ	41	1
arb	42	اِثْنانِوَأَرْبَعونَ	42	1
arb	43	ثَلاثًوَأَرْبَعينَ	43	1
arb	44	أَرْبَعًوَأَرْبَعينَ	44	1
arb	45	خَمْسًوَأَرْبَعينَ	45	1
arb	46	سِتًّوَأَرْبَعينَ	46	1
arb	47	سَبْعًوَأَرْبَعينَ	47	1
arb	48	ثَمانًوَأَرْبَعينَ	48	1
arb	49	تِسْعًوَأَرْبَعينَ	49	1
arb	50	خَمْسونَ	55	0
arb	51	واحِدًوَخَمْسينَ	51	1
arb	52	اِثْنانِوَخَمْسونَ	52	1
arb	53	ثَلاثًوَخَمْسينَ	53	1
arb	54	أَرْبَعًوَخَمْسينَ	54	1
arb	55	خَمْسًوَخَمْسينَ	55	1
arb	56	سِتًّوَخَمْسينَ	56	1
arb	57	سَبْعًوَخَمْسينَ	57	1
arb	58	ثَمانًوَخَمْسينَ	58	1
arb	59	تِسْعًوَخَمْسينَ	59	1
arb	60	سِتّونَ	60	1
arb	61	واحِدًوَسِتّينَ	61	1
arb	62	اِثْنانِوَسِتّونَ	62	1
arb	63	ثَلاثًوَسِتّينَ	63	1
arb	64	أَرْبَعًوَسِتّينَ	64	1
arb	65	خَمْسًوَسِتّينَ	65	1
arb	66	سِتًّوَسِتّينَ	66	1
arb	67	سَبْعًوَسِتّينَ	67	1
arb	68	ثَمانًوَسِتّينَ	68	1
arb	69	تِسْعًوَسِتّينَ	69	1
arb	70	سَبْعونَ	70	1
arb	71	واحِدًوَسَبْعينَ	71	1
arb	72	اِثْنانِوَسَبْعونَ	72	1
arb	73	ثَلاثًوَسَبْعينَ	73	1
arb	74	أَرْبَعًوَسَبْعينَ	74	1
arb	75	خَمْسًوَسَبْعينَ	75	1
arb	76	سِتًّوَسَبْعينَ	76	1
arb	77	سَبْعًوَسَبْعينَ	77	1
arb	78	ثَمانًوَسَبْعينَ	78	1
arb	79	تِسْعًوَسَبْعينَ	79	1
arb	80	ثَمانونَ	80	1
arb	81	واحِدًوَثَمانينَ	81	1
arb	82	اِثْنانِوَثَمانونَ	82	1
arb	83	ثَلاثًوَثَمانينَ	83	1
arb	84	أَرْبَعًوَثَمانينَ	84	1
arb	85	خَمْسًوَثَمانينَ	85	1
arb	86	سِتًّوَثَمانينَ	86	1
arb	87	سَبْعًوَثَمانينَ	87	1
arb	88	ثَمانًوَثَمانينَ	88	1
arb	89	تِسْعًوَثَمانينَ	89	1
arb	90	تِسْعونَ	90	1
arb	91	واحِدًوَتِسْعينَ	91	1
arb	92	اِثْنانِوَتِسْعونَ	92	1
arb	93	ثَلاثًوَتِسْعينَ	93	1
arb	94	أَرْبَعًوَتِسْعينَ	94	1
arb	95	خَمْسًوَتِسْعينَ	95	1
arb	96	سِتًّوَتِسْعينَ	96	1
arb	97	سَبْعًوَتِسْعينَ	97	1
arb	98	ثَمانًوَتِسْعينَ	98	1
arb	99	تِسْعًوَتِسْعينَ	99	1
asm	01	এক	01	1
asm	02	দুই	10	0
asm	03	তিনি	03	1
asm	04	চাৰি	00	0
asm	05	পাঁচ	00	0
asm	06	ছয়	16	0
asm	07	সাত	07	1
asm	08	আঠ	18	0
asm	09	ন	10	0
asm	10	দহ	00	0
asm	11	এঘাৰ	10	0
asm	12	বাৰ	12	1
asm	13	তেৰ	03	0
asm	14	চৈধ্য	00	0
asm	15	পোন্ধৰ	00	0
asm	16	ষোল্ল	00	0
asm	17	সোতৰ	00	0
asm	18	ওঠৰ	00	0
asm	19	ঊনৈশ	29	0
asm	20	বিশ	22	0
asm	21	একৈশ	01	0
asm	22	বাইশ	22	1
asm	23	তেইশ	13	0
asm	24	চৌবিশ	24	1
asm	25	পঁচিশ	25	1
asm	26	ছাব্বিশ	20	0
asm	27	সাতাইশ	27	1
asm	28	আঠাইশ	28	1
asm	29	ঊনত্ৰিশ	39	0
asm	30	ত্ৰিশ	32	0
asm	31	একত্ৰিশ	31	1
asm	32	বত্ৰিশ	30	0
asm	33	তেত্ৰিশ	33	1
asm	34	চৌত্ৰিশ	34	1
asm	35	পঁয়ত্ৰিশ	35	1
asm	36	ছয়ত্ৰিশ	36	1
asm	37	সাতত্ৰিশ	37	1
asm	38	আঠত্ৰিশ	38	1
asm	39	ঊনচল্লিশ	49	0
asm	40	চল্লিশ	45	0
asm	41	একচল্লিশ	41	1
asm	42	বিয়াল্লিশ	40	0
asm	43	তিয়াল্লিশ	42	0
asm	44	চৌচল্লিশ	44	1
asm	45	পঞ্চল্লিশ	40	0
asm	46	ছয়চল্লিশ	46	1
asm	47	সাতচল্লিশ	47	1
asm	48	আঠচল্লিশ	48	1
asm	49	ঊনপঞ্চাশ	50	0
asm	50	পঞ্চাশ	45	0
asm	51	একাৱন	51	1
asm	52	বাৱন	52	1
asm	53	তেৱন	53	1
asm	54	চৌৱন	54	1
asm	55	পঁচপন্ন	55	1
asm	56	ছাপন্ন	50	0
asm	57	সাতাৱন	57	1
asm	58	আঠাৱন	58	1
asm	59	ঊনষাঠি	69	0
asm	60	ষাঠি	59	0
asm	61	একষষ্ঠি	61	1
asm	62	বাষষ্ঠি	62	1
asm	63	তেষষ্ঠি	63	1
asm	64	চৌষষ্ঠি	64	1
asm	65	পঁয়ষষ্ঠি	65	1
asm	66	ছয়ষষ্ঠি	66	1
asm	67	সাতষষ্ঠি	67	1
asm	68	আঠষষ্ঠি	68	1
asm	69	ঊনসত্তৰ	79	0
asm	70	সত্তৰ	72	0
asm	71	একসত্তৰ	71	1
asm	72	বাসত্তৰ	72	1
asm	73	তেসত্তৰ	73	1
asm	74	চৌসত্তৰ	74	1
asm	75	পঁয়সত্তৰ	75	1
asm	76	ছয়সত্তৰ	76	1
asm	77	সাতসত্তৰ	77	1
asm	78	আঠসত্তৰ	78	1
asm	79	ঊনাশী	89	0
asm	80	আশী	82	0
asm	81	একাশী	81	1
asm	82	বিৰাশী	82	1
asm	83	তিৰাশী	83	1
asm	84	চৌৰাশী	84	1
asm	85	পঁচাশী	85	1
asm	86	ছিয়াশী	86	1
asm	87	সাতাশী	87	1
asm	88	আঠাশী	88	1
asm	89	ঊনানব্বৈ	99	0
asm	90	নব্বৈ	99	0
asm	91	একানব্বৈ	91	1
asm	92	বিৰানব্বৈ	99	0
asm	93	তিৰানব্বৈ	99	0
asm	94	চৌৰানব্বৈ	94	1
asm	95	পঁচানব্বৈ	95	1
asm	96	ছিয়ানব্বৈ	96	1
asm	97	সাতানব্বৈ	97	1
asm	98	আঠানব্বৈ	98	1
asm	99	নিৰানব্বৈ	92	0
awa	01	एक	00	0
awa	02	दो	00	0
awa	03	तीन	00	0
awa	04	चार	00	0
awa	05	पांच	00	0
awa	06	छह	00	0
awa	07	सात	00	0
awa	08	आठ	00	0
awa	09	नौ	00	0
awa	10	दस	00	0
awa	11	ग्यारह	12	0
awa	12	बारह	12	1
awa	13	तेरह	13	1
awa	14	चौदह	04	0
awa	15	पंद्रह	17	0
awa	16	सोलह	00	0
awa	17	सत्रह	10	0
awa	18	अठारह	18	1
awa	19	उन्नीस	29	0
awa	20	बीस	26	0
awa	21	इक्कीस	21	1
awa	22	बाईस	02	0
awa	23	तेईस	02	0
awa	24	चौबीस	24	1
awa	25	पच्चीस	20	0
awa	26	छब्बीस	20	0
awa	27	सताइस	27	1
awa	28	अट्ठाइस	28	1
awa	29	उनतीस	39	0
awa	30	तीस	33	0
awa	31	इकतीस	31	1
awa	32	बत्तीस	36	0
awa	33	तैंतीस	33	1
awa	34	चौंतीस	34	1
